x y z ShearFailure TensileFailure FailureType AmountRemoved cohesion friction tension strength_stress diff_stress model group
4825.22 124.999 -31.4216 50 0 1 3 1.01873e+06 35.9323 83534.9 1.2253 6.17245e+06 1.01873e+06 ZonesAtSurface
4875.16 124.998 -21.4145 75 0 1 2 1.10863e+06 41.7877 138521 1.24443 7.6665e+06 1.10863e+06 ZonesAtSurface
4925.08 125.007 -11.3856 57 0 1 1 1.36078e+06 43.8655 143375 2.07216 5.7123e+06 1.36078e+06 ZonesAtSurface
74.9177 174.988 -32.8792 77 0 1 1 1.26573e+06 15.3886 64320.7 1.55182 3.56959e+06 1.26573e+06 ZonesAtSurface
124.826 174.98 -7.84416 77 45 1 1 1.24975e+06 22.8525 93156.6 2.79519 1.57509e+06 1.24975e+06 ZonesAtSurface
174.778 174.983 -32.871 54 0 1 2 562797 28.6592 91117 1.38745 4.32694e+06 562797 ZonesAtSurface
224.709 174.979 -7.83774 83 0 1 2 826196 18.2013 128723 1.67873 1.68574e+06 826196 ZonesAtSurface
274.654 174.981 -32.8771 76 0 1 3 1.41576e+06 18.2714 98385.8 1.05836 4.51827e+06 1.41576e+06 ZonesAtSurface
324.596 174.976 -7.86471 70 0 1 3 635089 30.2196 92516.5 2.92356 1.50904e+06 635089 ZonesAtSurface
374.551 174.979 -32.9136 62 0 1 4 611570 16.553 51040 1.08694 3.88678e+06 611570 ZonesAtSurface
424.492 174.973 -7.93066 38 0 1 4 508598 33.6275 100791 1.28023 4.07171e+06 508598 ZonesAtSurface
474.483 174.979 -32.9813 11 0 1 5 834359 29.5145 74721.9 1.27395 9.39314e+06 834359 ZonesAtSurface
524.396 174.981 42.0059 4 0 1 4 820459 36.0527 107646 1.39376 6.477e+06 820459 ZonesAtSurface
574.361 174.99 216.998 0 8 1 1 1.21037e+06 33.7608 128403 1.93236 2.19868e+06 1.21037e+06 ZonesAtSurface
624.37 174.999 191.992 1 0 1 2 881990 36.9956 100541 2.04395 2.98517e+06 881990 ZonesAtSurface
674.374 174.999 166.98 5 0 2 3 1.25516e+06 24.1864 133084 1.62497 4.17413e+06 1.25516e+06 ZonesAtSurface
724.375 174.989 141.961 0 0 1 4 625964 44.4632 50362.4 3.7877 4.29045e+06 625964 ZonesAtSurface
774.368 174.987 166.942 0 0 1 4 1.20207e+06 32.4696 78858.2 2.26569 4.90973e+06 1.20207e+06 ZonesAtSurface
824.363 174.984 191.918 0 0 1 4 1.01626e+06 30.171 64275.2 1.86417 4.76892e+06 1.01626e+06 ZonesAtSurface
874.361 174.973 316.882 5 0 2 2 1.47159e+06 23.452 100510 1.98112 2.78309e+06 1.47159e+06 ZonesAtSurface
924.38 174.978 341.856 0 0 2 2 1.49288e+06 23.9011 57328.1 2.26104 2.30284e+06 1.49288e+06 ZonesAtSurface
974.417 174.974 416.828 0 0 2 1 886324 42.7186 60855.2 3.82743 1.46082e+06 886324 ZonesAtSurface
1024.44 174.975 441.8 0 0 2 1 926248 31.3574 89761.4 2.39952 1.65458e+06 926248 ZonesAtSurface
